Open,High,Low,Close,Volume,Close Return,Label
951.669983,951.669983,875.8099980000001,896.7800289999999,6147980000,-0.06101247027082335,1
899.080017,922.830017,858.4400019999999,908.1099849999999,7189900000,0.012634041385415351,0
895.2199710000001,896.2999880000001,852.849976,876.7700199999999,6550050000,-0.03451119965386129,0
874.2800289999999,893.7800289999999,846.75,848.919983,5558050000,-0.031764358229310674,1
848.919983,940.51001,845.2700199999999,940.51001,7096950000,0.10789005893857007,0
939.51001,969.9699710000001,922.26001,930.090027,7077800000,-0.011079077191320952,1
939.3800050000001,963.2299800000001,928.5,954.090027,6175830000,0.02580395370694588,1
953.1099849999999,984.3800050000001,944.590027,968.75,6394350000,0.015365398007666231,0
968.669983,975.570007,958.820007,966.2999880000001,4492280000,-0.002529044645161238,1
971.3099980000001,1007.51001,971.3099980000001,1005.75,5531290000,0.04082584341292561,0
1001.840027,1001.840027,949.8599849999999,952.7700199999999,5426640000,-0.05267708675118077,0
952.400024,952.400024,899.7299800000001,904.8800050000001,6102230000,-0.05026398185786729,1
907.4400019999999,931.4600220000001,906.900024,930.98999,4931640000,0.02885463802462951,0
936.75,951.9500119999999,907.4699710000001,919.2100220000001,4572000000,-0.012653162898131676,0
917.150024,917.150024,884.900024,898.9500119999999,4998340000,-0.02204067570533974,0
893.3900150000001,893.3900150000001,850.4799800000001,852.2999880000001,5764180000,-0.05189390219397405,1
853.1300050000001,913.01001,818.6900019999999,911.2899779999999,7849120000,0.06921270776786614,0
904.3599849999999,916.8800050000001,869.8800050000001,873.2899779999999,5881030000,-0.041699130811685525,0
873.2299800000001,882.2899779999999,848.9799800000001,850.75,4927490000,-0.02581041643420745,1
852.340027,865.900024,826.840027,859.1199949999999,6679470000,0.009838372024683961,0
859.0300289999999,864.570007,806.179993,806.580017,6548600000,-0.0611555758284964,0
805.869995,820.52002,747.780029,752.4400019999999,9093740000,-0.06712293121439938,1
755.840027,801.200012,741.02002,800.030029,9495900000,0.06324760362753823,1
801.200012,865.599976,801.200012,851.8099980000001,7879440000,0.06472253180886556,1
853.400024,868.9400019999999,834.98999,857.3900150000001,6952700000,0.006550776597012975,1
852.900024,887.679993,841.3699949999999,887.679993,5793260000,0.03532812077360137,1
886.8900150000001,896.25,881.2100220000001,896.23999,2740860000,0.009643111332351628,0
888.6099849999999,888.6099849999999,815.6900019999999,816.210022,6052010000,-0.08929524334213212,1
817.9400019999999,850.5399779999999,817.9400019999999,848.8099980000001,6170100000,0.03994067105439214,1
843.599976,873.1199949999999,827.599976,870.73999,6221880000,0.02583616127481103,0
869.75,875.599976,833.599976,845.2199710000001,5860390000,-0.02930842650284149,1
844.429993,879.419983,818.409973,876.070007,6165370000,0.03649941678909996,1
882.7100220000001,918.570007,882.7100220000001,909.7000119999999,6553600000,0.03838734887770201,0
906.4799800000001,916.26001,885.3800050000001,888.669983,5693110000,-0.023117542841144756,1
892.169983,908.2700199999999,885.4500119999999,899.23999,5942130000,0.011894187046036508,0
898.349976,904.6300050000001,868.7299800000001,873.590027,5513840000,-0.028524046178151075,1
871.7899779999999,883.23999,851.349976,879.7299800000001,5959590000,0.007028414714262965,0
881.070007,884.6300050000001,857.7199710000001,868.570007,4982390000,-0.012685679985579235,1
871.5300289999999,914.659973,871.5300289999999,913.179993,6009780000,0.05136026531019722,0
908.159973,918.849976,895.9400019999999,904.419983,5907380000,-0.009592862378884792,0
905.9799800000001,911.0200199999999,877.4400019999999,885.2800289999999,5675000000,-0.021162683664409987,1
886.9600220000001,905.4699710000001,883.0200199999999,887.8800050000001,6705310000,0.0029368967048055694,0
887.2000119999999,887.3699949999999,857.090027,871.6300050000001,4869850000,-0.01830202269280745,0
874.3099980000001,880.4400019999999,860.099976,863.159973,4051970000,-0.009717462629111884,1
863.8699949999999,869.7899779999999,861.4400019999999,868.150024,1546550000,0.0057811427268303905,1
869.51001,873.73999,866.5200199999999,872.7999880000001,1880050000,0.005356175628004278,0
872.3699949999999,873.7000119999999,857.070007,869.419983,3323430000,-0.003872599732437365,1
870.580017,891.1199949999999,870.580017,890.6400150000001,3627800000,0.024407113265074498,1
890.590027,910.320007,889.669983,903.25,4172940000,0.014158340954397719,1
902.98999,934.7299800000001,899.349976,931.7999880000001,4048270000,0.03160806864101873,0
929.169983,936.6300050000001,919.5300289999999,927.4500119999999,5413910000,-0.0046683580768625,1
931.169983,943.849976,927.2800289999999,934.7000119999999,5392620000,0.007817132897939949,0
927.4500119999999,927.4500119999999,902.3699949999999,906.650024,4704940000,-0.030009615534272505,1
905.7299800000001,910.0,896.8099980000001,909.7299800000001,4991550000,0.0033970726503835813,0
909.909973,911.929993,888.3099980000001,890.349976,4716500000,-0.021303028839392613,0
890.400024,890.400024,864.320007,870.26001,4725050000,-0.02256412258273599,1
869.7899779999999,877.0200199999999,862.0200199999999,871.7899779999999,5567460000,0.0017580584910479313,0
867.2800289999999,867.2800289999999,836.929993,842.6199949999999,5407880000,-0.03345987420837271,1
841.98999,851.590027,817.039978,843.73999,7807350000,0.0013291816081342223,1
844.4500119999999,858.1300050000001,830.659973,850.1199949999999,6786040000,0.007561577115717588,0
849.6400150000001,849.6400150000001,804.469971,805.219971,6375230000,-0.05281610156693228,1
806.77002,841.7199710000001,804.299988,840.23999,6467830000,0.04349124495323786,0
839.73999,839.73999,811.289978,827.5,5843830000,-0.015162322850165721,1
822.159973,838.6099849999999,806.070007,831.950012,5832160000,0.005377658006042285,1
832.5,852.5300289999999,827.6900019999999,836.570007,6039940000,0.005553212252372708,1
837.299988,850.4500119999999,835.400024,845.7100220000001,5353260000,0.010925582944070422,1
845.7299800000001,877.8599849999999,845.7299800000001,874.090027,6199180000,0.0335576075270867,0
868.8900150000001,868.8900150000001,844.150024,845.1400150000001,5067060000,-0.03312017195684114,0
845.6900019999999,851.659973,821.669983,825.880005,5350580000,-0.022789135123367776,0
823.090027,830.780029,812.869995,825.4400019999999,5673270000,-0.0005327686798762832,1
825.6900019999999,842.599976,821.97998,838.51001,5886310000,0.015833989106818214,0
837.77002,851.849976,829.179993,832.22998,6420450000,-0.007489511067375387,1
831.75,850.5499880000001,819.909973,845.849976,6624030000,0.016365663731556568,1
846.090027,870.75,845.419983,868.599976,6484100000,0.02689602251640899,1
868.23999,875.01001,861.650024,869.8900150000001,5574370000,0.001485193455727396,0
866.8699949999999,868.0499880000001,822.98999,827.159973,6770170000,-0.04912120068420378,1
827.409973,838.219971,822.299988,833.73999,5926460000,0.007954950934261351,1
829.909973,835.47998,808.0599980000001,835.1900019999999,6476460000,0.0017391657080043643,0
833.950012,839.429993,825.210022,826.840027,5296650000,-0.009997695111297555,0
818.6099849999999,818.6099849999999,789.169983,789.169983,5907820000,-0.04555904742139427,0
791.0599980000001,796.169983,780.429993,788.419983,5740710000,-0.0009503655944298472,0
787.909973,797.580017,777.030029,778.9400019999999,5746940000,-0.012024024256625299,0
775.869995,778.6900019999999,754.25,770.049988,8210590000,-0.01141296374197498,0
773.25,777.849976,742.369995,743.330017,6509300000,-0.034699008397361286,1
744.6900019999999,775.48999,744.6900019999999,773.1400150000001,7234490000,0.04010331524120336,0
770.6400150000001,780.119995,752.8900150000001,764.900024,7483640000,-0.010657825025393364,0
765.76001,779.419983,751.75,752.830017,7599970000,-0.01577984915843067,0
749.929993,751.27002,734.52002,735.090027,8926480000,-0.023564403118107924,0
729.570007,729.570007,699.700012,700.820007,7868290000,-0.04662016724653506,0
704.4400019999999,711.669983,692.299988,696.330017,7583230000,-0.006406766295414923,1
698.599976,724.119995,698.599976,712.869995,7673620000,0.023753073393646407,0
708.27002,708.27002,677.929993,682.549988,7507250000,-0.042532309134430624,1
684.039978,699.090027,666.789978,683.380005,7331830000,0.0012160530577871587,0
680.76001,695.27002,672.880005,676.530029,7277320000,-0.010023670505255655,1
679.280029,719.599976,679.280029,719.599976,8618330000,0.06366302330092122,1
719.590027,731.919983,713.849976,721.3599849999999,7287810000,0.0024458158125340024,1
720.8900150000001,752.630005,714.76001,750.73999,7326630000,0.04072863148903405,1
751.969971,758.289978,742.460022,756.549988,6787090000,0.007739028261968484,0
758.840027,774.530029,753.369995,753.8900150000001,7883540000,-0.0035159249781124835,1
753.880005,778.119995,749.929993,778.119995,6156800000,0.03213994020069344,1
776.01001,803.039978,765.6400150000001,794.349976,9098450000,0.02085794106858785,0
797.919983,803.23999,781.820007,784.039978,9033870000,-0.01297916322968451,0
784.580017,788.909973,766.200012,768.539978,7643720000,-0.019769400075157928,1
772.3099980000001,823.369995,772.3099980000001,822.919983,7715770000,0.07075754880249052,0
820.599976,823.650024,805.47998,806.119995,6767980000,-0.020415093018831154,1
806.8099980000001,826.780029,791.369995,813.880005,7687180000,0.009626370823365926,1
814.0599980000001,832.97998,814.0599980000001,832.8599849999999,6992960000,0.023320366495549916,0
828.679993,828.679993,813.429993,815.9400019999999,5600210000,-0.02031551918057395,0
809.070007,809.070007,779.8099980000001,787.530029,5912660000,-0.0348187034957993,1
790.880005,810.47998,790.880005,797.869995,6089100000,0.013129614896246755,1
793.590027,813.619995,783.320007,811.080017,6034140000,0.0165566095764762,1
814.530029,845.6099849999999,814.530029,834.380005,7542810000,0.028727113862552445,1
835.130005,842.5,826.700012,842.5,5855640000,0.009731770837437592,0
839.75,839.75,822.789978,835.47998,6210000000,-0.008332367952522346,0
834.119995,834.119995,814.530029,815.549988,5155580000,-0.023854541673158924,1
816.76001,828.419983,814.840027,825.159973,5938460000,0.011783440796274025,1
829.289978,856.909973,829.289978,856.5599980000001,7600710000,0.03805325758330258,1
855.330017,864.3099980000001,845.349976,858.7299800000001,6434890000,0.0025333683630648363,0
856.8800050000001,856.8800050000001,840.25,841.5,7569840000,-0.02006449105223984,1
839.4400019999999,852.929993,835.580017,852.0599980000001,6241100000,0.012549017231134885,1
854.5399779999999,870.349976,847.0399779999999,865.2999880000001,6598670000,0.015538800120974638,1
865.179993,875.6300050000001,860.8699949999999,869.599976,7352010000,0.004969360984204529,0
868.2700199999999,868.2700199999999,832.3900150000001,832.3900150000001,6973960000,-0.042789744741207225,1
831.25,850.090027,826.830017,850.080017,7436490000,0.021252059348645602,0
847.26001,861.7800289999999,840.570007,843.5499880000001,7327860000,-0.0076816639250559815,1
844.6199949999999,852.8699949999999,835.450012,851.919983,6563100000,0.009922346178730335,1
853.909973,871.7999880000001,853.909973,866.2299800000001,7114440000,0.016797348677757284,0
862.820007,868.830017,854.650024,857.51001,5613460000,-0.010066576084101886,0
854.4799800000001,864.4799800000001,847.1199949999999,855.159973,6328000000,-0.0027405359384666816,1
856.849976,882.0599980000001,856.849976,873.6400150000001,6101620000,0.021610040908685013,0
876.590027,888.7000119999999,868.51001,872.8099980000001,6862540000,-0.0009500675172255946,1
872.73999,880.4799800000001,866.099976,877.5200199999999,5312170000,0.005396388688022169,1
879.2100220000001,907.849976,879.2100220000001,907.23999,7038840000,0.03386813898559282,0
906.099976,907.7000119999999,897.340027,903.7999880000001,6882860000,-0.003791722188083768,1
903.9500119999999,920.2800289999999,903.9500119999999,919.5300289999999,8555040000,0.017404338580274237,0
919.580017,929.580017,901.3599849999999,907.3900150000001,9120100000,-0.01320241168545877,1
909.0300289999999,930.169983,909.0300289999999,929.2299800000001,8163280000,0.024068994190992843,0
922.98999,922.98999,908.679993,909.23999,6150600000,-0.021512424728268087,0
910.5200199999999,915.570007,896.4600220000001,908.349976,6871750000,-0.0009788548785674145,0
905.400024,905.400024,882.7999880000001,883.919983,7091820000,-0.026894912363601975,1
884.23999,898.3599849999999,882.5200199999999,893.070007,6134870000,0.010351642881683887,0
892.76001,896.9699710000001,878.9400019999999,882.8800050000001,5439720000,-0.011410081986999221,1
886.070007,910.0,886.070007,909.7100220000001,5702150000,0.030389199945693557,0
909.669983,916.3900150000001,905.2199710000001,908.1300050000001,6616270000,-0.0017368358727392064,0
908.6199949999999,924.599976,901.3699949999999,903.4699710000001,8205060000,-0.005131461326398967,0
900.419983,900.419983,879.6099849999999,888.330017,6019840000,-0.016757561940041632,0
888.679993,896.650024,883.75,887.0,5155320000,-0.0014972104674472186,1
887.0,911.76001,881.4600220000001,910.330017,5667050000,0.026302161217587328,0
909.9500119999999,913.840027,891.8699949999999,893.0599980000001,5698800000,-0.018971162850274226,1
892.9600220000001,909.4500119999999,887.599976,906.830017,5738980000,0.015418918136337778,1
907.0200199999999,920.0200199999999,903.5599980000001,919.1400150000001,6050420000,0.013574757969221585,1
923.26001,947.7700199999999,923.26001,942.8699949999999,6370440000,0.0258175899348696,1
942.8699949999999,949.3800050000001,938.4600220000001,944.73999,5987340000,0.0019833009958070136,0
942.51001,942.51001,923.849976,931.76001,5323770000,-0.013739208816597293,1
932.48999,942.4699710000001,929.320007,942.4600220000001,5352890000,0.011483656612393256,0
945.669983,951.6900019999999,934.1300050000001,940.090027,5277910000,-0.002514690219931781,0
938.1199949999999,946.330017,926.4400019999999,939.1400150000001,4483430000,-0.0010105542796061684,1
940.349976,946.919983,936.150024,942.429993,4439950000,0.003503181578307979,0
942.7299800000001,949.7700199999999,927.9699710000001,939.150024,5379420000,-0.0034803317215732488,1
939.0399779999999,956.2299800000001,939.0399779999999,944.8900150000001,5500840000,0.0061118999662614915,1
943.4400019999999,946.2999880000001,935.659973,946.2100220000001,4528120000,0.0013969953952788217,0
942.4500119999999,942.4500119999999,919.650024,923.7199710000001,4697880000,-0.023768561394501897,0
925.599976,928.0,911.599976,911.9699710000001,4951200000,-0.01272030525363621,0
911.8900150000001,918.4400019999999,903.7800289999999,910.7100220000001,5523650000,-0.0013815685165800007,1
910.8599849999999,921.929993,907.9400019999999,918.3699949999999,4684010000,0.008410990123044693,1
919.9600220000001,927.090027,915.7999880000001,921.2299800000001,5713390000,0.0031141969092753907,0
918.1300050000001,918.1300050000001,893.0399779999999,893.0399779999999,4903940000,-0.030600395788248358,1
893.4600220000001,898.6900019999999,888.8599849999999,895.099976,5071020000,0.0023067253994759618,1
896.3099980000001,910.849976,896.3099980000001,900.9400019999999,4636720000,0.006524439902342305,1
899.4500119999999,921.419983,896.2700199999999,920.26001,4911240000,0.02144427815072203,0
918.840027,922.0,913.0300289999999,918.900024,6076660000,-0.0014778279890701462,1
919.8599849999999,927.98999,916.179993,927.2299800000001,4211760000,0.009065138516091809,0
927.150024,930.01001,912.8599849999999,919.320007,4627570000,-0.008530756307081444,1
920.820007,931.919983,920.820007,923.330017,3919400000,0.004361930524155344,0
921.23999,921.23999,896.419983,896.419983,3931000000,-0.029144545833605262,1
894.2700199999999,898.7199710000001,886.3599849999999,898.7199710000001,4712580000,0.0025657482470469173,0
898.599976,898.599976,879.929993,881.0300289999999,4673300000,-0.019683486036609077,0
881.900024,886.7999880000001,869.320007,879.5599980000001,5721780000,-0.0016685367712929722,1
881.2800289999999,887.8599849999999,878.4500119999999,882.679993,4347170000,0.0035472224829395937,0
880.0300289999999,883.570007,872.8099980000001,879.1300050000001,3912080000,-0.004021829007287647,1
879.570007,901.0499880000001,875.320007,901.0499880000001,4499440000,0.02493372183332543,1
900.7700199999999,905.840027,896.5,905.840027,4149030000,0.005316063552291972,1
910.150024,933.9500119999999,910.150024,932.679993,5238830000,0.029629918307860326,1
930.169983,943.9600220000001,927.4500119999999,940.73999,4898640000,0.00864176036849984,0
940.5599980000001,941.8900150000001,934.650024,940.3800050000001,5141380000,-0.0003826615258483157,1
942.070007,951.6199949999999,940.98999,951.1300050000001,4853150000,0.011431548887515852,1
951.9699710000001,956.5300289999999,943.2199710000001,954.580017,5309300000,0.0036272770093084272,0
953.400024,959.830017,947.75,954.070007,4634100000,-0.0005342768452274438,1
954.070007,979.419983,953.2700199999999,976.2899779999999,5761650000,0.02328966515766373,1
972.159973,979.7899779999999,965.9500119999999,979.26001,4458300000,0.0030421617213405305,1
978.6300050000001,982.48999,972.2899779999999,982.179993,4631290000,0.0029818260422991294,0
981.4799800000001,982.349976,969.349976,979.6199949999999,5490350000,-0.0026064448657528994,0
977.659973,977.76001,968.650024,975.150024,5178770000,-0.0045629642339015675,1
976.01001,996.679993,976.01001,986.75,6035180000,0.011895580899867753,1
986.7999880000001,993.179993,982.849976,987.4799800000001,5139070000,0.0007397821129973003,1
990.2199710000001,1003.6099849999999,990.2199710000001,1002.6300050000001,5603440000,0.01534210850532891,1
1001.409973,1007.1199949999999,996.679993,1005.650024,5713700000,0.003012097169383887,0
1005.409973,1006.6400150000001,994.3099980000001,1002.7199710000001,7242120000,-0.0029135911401320103,0
1004.0599980000001,1008.0,992.48999,997.080017,6753380000,-0.005624655101239773,1
999.830017,1018.0,999.830017,1010.4799800000001,6827090000,0.01343920525086606,0
1008.8900150000001,1010.1199949999999,1000.98999,1007.099976,5406080000,-0.0033449490013647276,0
1005.7700199999999,1005.7700199999999,992.400024,994.349976,5773160000,-0.012660113498006886,1
994.0,1012.7800289999999,993.3599849999999,1005.8099980000001,5498170000,0.011525139313725896,1
1005.8599849999999,1013.1400150000001,1000.820007,1012.7299800000001,5250660000,0.006880009160537215,0
1012.2299800000001,1012.599976,994.599976,1004.090027,4940750000,-0.008531349096627006,0
998.179993,998.179993,978.51001,979.7299800000001,4088570000,-0.024260819592823113,1
980.6199949999999,991.2000119999999,980.6199949999999,989.669983,4198970000,0.01014565564279235,1
986.8800050000001,999.6099849999999,980.6199949999999,996.4600220000001,4257000000,0.006860912341119407,1
996.409973,1008.919983,996.3900150000001,1007.3699949999999,4893160000,0.010948731267815814,1
